Niveau.N.1.0,Sup_Ha.N.11.2,Annee.C.4
1,106.57,2001
2,153.38,2001
1,20.08,2001
1,94.87,2001
1,250.02,2001
2,910.53,2001
1,1416.82,2001
1,9.81,2001
1,155.52,2001
2,58.81,2001
1,19.99,2001
1,394.53,2001
1,152.23,2001
1,19.65,2001
1,33.98,2001
1,74.98,2001
2,1800.1,2001
2,85.97,2001
1,52.77,2001
1,57.85,2001
1,120.17,2001
1,50.07,2001
2,62.44,2001
1,189.75,2001
1,28.92,2001
1,124.34,2001
2,495.41,2001
2,133.03,2001
1,1170.18,2001
3,143.81,2001
3,17.82,2001
2,24.6,2001
3,27.65,2001
3,48.92,2001
2,108.62,2001
3,16.26,2001
3,14.39,2001
2,68.29,2001
2,68.12,2001
3,39.78,2001
2,6509.67,2001
2,262.54,2001
3,8.52,2001
2,1255.62,2001
3,36.07,2001
3,36.16,2001
2,258.35,2001
2,452.33,2001
2,27.59,2001
2,153.33,2001
2,64.62,2001
2,41.83,2001
2,10.57,2001
2,6.1,2001
2,109.84,2001
2,416.09,2001
2,25.08,2001
2,520.29,2001
2,154.49,2001
2,8294.4,2001
2,1507.08,2001
2,18.35,2001
2,15.01,2001
1,57.79,2001
2,36.21,2001
2,17.58,2001
2,70.13,2001
1,52.8,2001
2,32.19,2001
3,22.69,2001
1,28.57,2001
2,54.12,2001
1,79.98,2001
2,42.59,2001
2,42.27,2001
1,167.56,2001
2,66.04,2001
1,93.27,2001
1,117.78,2001
2,103.91,2001
1,612.87,2001
1,42.63,2001
2,132.8,2001
2,165.79,2001
2,5748.83,2001
2,631.2,2001
3,89.43,2001
2,1182.1,2001
1,54.43,2001
1,33.73,2001
1,38.42,2001
2,1815.67,2001
3,248.84,2001
2,471.15,2001
3,42.75,2001
1,90.88,2001
2,35.52,2001
2,280.21,2001
2,11.62,2001
3,29.08,2001
2,70.95,2001
1,184.69,2001
2,850.08,2001
1,220.05,2001
2,15.77,2001
2,156.75,2001
1,526.45,2001
2,552.56,2001
2,23.29,2001
3,43.08,2001
2,1971.09,2001
1,99.07,2001
2,198.66,2001
1,231.86,2001
1,603.2,2001
1,511.12,2001
2,64.29,2001
1,22.71,2001
1,40.58,2001
1,95.9,2001
2,301.96,2001
2,135.1,2001
1,429.73,2001
2,2341.54,2001
1,55.41,2001
1,340.05,2001
2,65.2,2001
1,40.75,2001
1,25.84,2001
1,72.72,2001
1,320.41,2001
1,20.18,2001
1,292.49,2001
2,259.42,2001
2,37.34,2001
1,89.4,2001
2,328.44,2001
1,204.58,2001
1,332.89,2001
2,1350.74,2001
1,329.54,2001
1,594.96,2001
2,597.89,2001
1,354.15,2001
1,65.09,2001
2,32.29,2001
3,183.47,2001
2,20.26,2001
2,40.41,2001
3,39.69,2001
2,53.23,2001
2,13.12,2001
2,20.16,2001
1,1058.6,2001
2,439.2,2001
2,183.14,2001
3,105.28,2001
1,46.3,2001
1,30.16,2001
2,149.8,2001
1,94.9,2001
1,10.31,2001
2,100.6,2001
1,67.8,2001
1,45.62,2001
2,63.81,2001
1,90.77,2001
1,18.53,2001
2,681.72,2001
1,130.98,2001
1,66.94,2001
1,47.33,2001
1,25.93,2001
2,22.5,2001
1,115.53,2001
1,393.08,2001
1,259.13,2001
1,211.49,2001
2,784.36,2001
1,144.65,2001
1,43.7,2001
2,50.68,2001
1,71.65,2001
1,77.83,2001
2,3414.74,2001
1,856.67,2001
2,61.53,2001
2,153.51,2001
3,90.48,2001
2,25.45,2001
2,9.02,2001
2,"218,00",2001
2,1406.83,2001
2,211.76,2001
1,582.28,2001
2,49.27,2001
1,315.42,2001
2,906.77,2001
1,140.78,2001
1,230.64,2001
2,471.64,2001
2,1867.7,2001
2,336.61,2001
2,162.55,2001
1,65.25,2001
2,120.06,2001
2,23083.34,2001
3,76.9,2001
1,56.84,2001
1,88.23,2001
1,2613.16,2001
2,135.16,2001
2,163.66,2001
1,110.63,2001
1,66.1,2001
1,2441.62,2001
2,553.54,2001
1,18.92,2001
2,345.56,2001
2,31.26,2001
1,24.46,2001
1,34.14,2001
2,96.37,2001
2,24.34,2001
2,292.74,2001
1,26.25,2001
2,37.33,2001
1,207.21,2001
2,21.16,2001
2,155.17,2001
2,367.87,2001
2,37.56,2001
2,60.4,2001
2,86.2,2001
2,196.24,2001
2,55.89,2001
2,66.09,2001
2,153.05,2001
1,88.52,2001
1,82.14,2001
1,82.76,2001
3,1091.17,2001
3,121.64,2001
2,63.47,2001
3,105.71,2001
3,51.33,2001
1,650.86,2001
2,246.26,2001
2,22.93,2001
1,49.2,2001
2,73.23,2001
1,577.7,2001
3,30.92,2001
2,9951.91,2001
1,4624.63,2001
1,150.44,2001
2,249.1,2001
2,121.97,2001
1,315.24,2001
1,1054.69,2001
1,510.48,2001
2,28162.23,2001
1,4153.4,2001
2,16.92,2001
2,88.66,2001
2,92.68,2001
2,300.37,2001
1,91.35,2001
1,65.73,2001
1,33.32,2001
1,453.86,2001
1,54.83,2001
1,57.8,2001
1,737.52,2001
2,21.8,2001
2,23.17,2001
1,136.59,2001
1,321.44,2001
2,535.24,2001
2,54.52,2001
2,179.87,2001
2,86.58,2001
2,71.99,2001
2,579.79,2001
1,105.67,2001
2,265.31,2001
3,186.81,2001
2,456.77,2001
2,1016.81,2001
1,50.4,2001
1,24.05,2001
2,520.61,2001
2,59.16,2001
2,176.97,2001
2,113.33,2001
2,32.9,2001
3,37.19,2001
2,104.27,2001
1,764.66,2001
1,1444.09,2001
2,199.06,2001
1,2641.49,2001
1,192.47,2001
2,260.81,2001
1,435.73,2001
1,198.84,2001
2,16.35,2001
1,1553.46,2001
1,122.3,2001
1,515.95,2001
1,64.34,2001
1,215.33,2001
1,392.96,2001
1,177.12,2001
1,76.22,2001
2,104.98,2001
1,461.85,2001
1,33.99,2001
1,104.16,2001
1,153.22,2001
2,173.57,2001
2,181.68,2001
1,42.58,2001
2,35.8,2001
2,314.63,2001
1,80.66,2001
2,46.7,2001
2,68.42,2001
1,25.64,2001
2,49.18,2001
2,78.84,2001
1,50.76,2001
2,76.39,2001
3,26.85,2001
2,27.28,2001
2,372.67,2001
1,207.04,2001
3,12.22,2001
2,45.26,2001
2,36.66,2001
2,49.91,2001
1,45.22,2001
2,313.15,2001
2,10.48,2001
1,94.52,2001
1,35.05,2001
1,32.64,2001
1,82.36,2001
1,65.37,2001
1,303.96,2001
1,108.92,2001
2,31.96,2001
2,21.4,2001
1,7.49,2001
2,31.67,2001
1,34.23,2001
1,33.18,2001
2,159.5,2001
1,173.06,2001
1,18.8,2001
1,32.37,2001
1,47.9,2001
1,45.51,2001
1,36.45,2001
2,31.01,2001
1,35.32,2001
1,5719.9,2001
3,16.86,2001
3,9.79,2001
3,63.73,2001
2,96.83,2001
1,45.96,2001
2,54.61,2001
2,28.87,2001
2,22.56,2001
2,72.69,2001
2,43393.18,2001
1,2426.71,2001
1,2094.43,2001
2,2.58,2001
2,490.79,2001
1,86.63,2001
1,81.48,2001
1,304.24,2001
1,62.1,2001
3,297.25,2001
2,421.54,2001
1,81.68,2001
2,102.9,2001
1,37.22,2001
3,4918.54,2001
2,215.66,2001
2,77.35,2001
1,71.37,2001
2,250.99,2001
2,80.68,2001
3,19.83,2001
2,98.21,2001
3,160.77,2001
1,462.6,2001
2,193.91,2001
3,143.36,2001
3,201.71,2001
3,23.03,2001
2,163.32,2001
2,78.55,2001
2,469.4,2001
2,34.19,2001
1,77.77,2001
1,84.99,2001
1,27.72,2001
1,251.96,2001
1,662.13,2001
2,101.73,2001
1,494.06,2001
2,125.82,2001
1,35.42,2001
1,28.62,2001
1,28.04,2001
1,49.82,2001
2,"667,00",2001
1,85.63,2001
1,43.29,2001
1,203.36,2001
1,17.74,2001
1,2168.41,2001
2,45.05,2001
2,13.65,2001
1,32.14,2001
1,100.92,2001
1,63.88,2001
1,80.97,2001
1,28.49,2001
1,109.7,2001
1,67.57,2001
1,35.07,2001
1,22.73,2001
1,29.51,2001
1,35.75,2001
1,"41,00",2001
1,126.83,2001
1,79.29,2001
1,34.47,2001
1,"52,00",2001
1,63.52,2001
2,2703.3,2001
3,26.5,2001
1,58.05,2001
1,79.13,2001
2,4754.4,2001
3,224.65,2001
1,147.46,2001
2,847.9,2001
2,384.56,2001
2,131.51,2001
2,142.97,2001
1,23.18,2001
2,14.56,2001
1,17.36,2001
2,37.9,2001
2,101.52,2001
2,84.22,2001
2,39.45,2001
1,1306.77,2001
2,477.59,2001
1,747.65,2001
2,6420.69,2001
1,622.91,2001
2,74.21,2001
1,281.68,2001
1,1411.41,2001
2,87.86,2001
1,50.26,2001
1,198.44,2001
1,115.51,2001
1,143.23,2001
1,324.38,2001
1,191.84,2001
1,7293.97,2001
2,2940.89,2001
1,65.87,2001
1,813.64,2001
2,89.2,2001
1,37.37,2001
2,149.1,2001
2,73.13,2001
2,292.11,2001
2,19.1,2001
2,72.97,2001
2,26.01,2001
1,91.63,2001
3,723.47,2001
2,266.99,2001
2,596.64,2001
3,24.28,2001
3,122.7,2001
2,22.39,2001
2,78.09,2001
2,83.32,2001
2,37.74,2001
2,155.33,2001
2,145.86,2001
2,428.98,2001
1,135.15,2001
2,39.62,2001
2,28.17,2001
2,26.76,2001
1,27.55,2001
2,44.92,2001
1,39.39,2001
2,7.25,2001
1,125.52,2001
1,123.39,2001
1,24.43,2001
1,19.51,2001
1,68.82,2001
1,154.75,2001
1,544.75,2001
1,228.62,2001
2,227.84,2001
1,196.6,2001
1,104.04,2001
1,825.46,2001
1,290.29,2001
2,437.83,2001
1,511.76,2001
1,56.6,2001
1,64.54,2001
1,67.99,2001
1,781.49,2001
1,37.88,2001
1,159.91,2001
1,36.02,2001
1,119.29,2001
2,108.33,2001
1,91.31,2001
1,39.05,2001
2,1269.18,2001
1,139.08,2001
1,102.79,2001
1,77.48,2001
3,143.99,2001
3,18.23,2001
2,20.18,2001
2,61.22,2001
2,590.03,2001
3,248.89,2001
3,2278.7,2001
2,463.03,2001
2,919.01,2001
2,"59,00",2001
2,43.49,2001
3,1489.83,2001
2,69.24,2001
1,3291.65,2001
1,1131.01,2001
2,224.01,2001
1,318.88,2001
1,773.65,2001
2,106.25,2001
2,289.28,2001
1,180.33,2001
2,38.52,2001
2,99.81,2001
2,59.05,2001
2,17267.28,2001
2,973.72,2001
1,244.46,2001
3,8.42,2001
3,20.66,2001
2,60.64,2001
1,61.72,2001
1,40.59,2001
1,138.71,2001
1,101.51,2001
1,64.91,2001
1,10.72,2001
1,14.37,2001
2,17.82,2001
1,29.95,2001
1,9.56,2001
1,7.81,2001
1,167.72,2001
1,87.28,2001
2,67.69,2001
2,1362.68,2001
2,661.12,2001
3,22.11,2001
1,19559.33,2001
2,54.43,2001
1,84.98,2001
1,83.16,2001
2,27.59,2001
1,169.22,2001
2,72.5,2001
2,99.84,2001
2,21.84,2001
1,22.49,2001
1,"129,00",2001
1,35.11,2001
1,56.4,2001
1,235.74,2001
1,58.61,2001
1,64.22,2001
2,153.24,2001
2,44.93,2001
1,82.91,2001
1,107.11,2001
1,1001.55,2001
2,200.93,2001
3,807.27,2001
2,3384.9,2001
1,175.68,2001
2,155.81,2001
1,36.68,2001
1,107.67,2001
1,644.07,2001
1,106.93,2001
1,811.92,2001
2,480.2,2001
1,9.43,2001
1,23.67,2001
1,29.05,2001
1,12.51,2001
1,47.34,2001
1,32.31,2001
2,50.54,2001
1,42.63,2001
2,262.21,2001
1,44.74,2001
1,41.67,2001
2,33.44,2001
1,127.05,2001
1,12.4,2001
1,23.64,2001
1,41.05,2001
1,34.37,2001
1,24.17,2001
1,27.45,2001
2,638.81,2001
1,261.48,2001
1,14.19,2001
2,25591.67,2001
2,5150.1,2001
1,21.13,2001
2,19.09,2001
2,37.38,2001
1,23.3,2001
2,124.12,2001
1,157.9,2001
1,74.99,2001
2,550.81,2001
1,4716.68,2001
1,65.89,2001
2,223.69,2001
1,124.38,2001
1,124.31,2001
2,4292.6,2001
1,1813.15,2001
1,178.47,2001
1,87.29,2001
2,515.41,2001
2,27.75,2001
2,1957.33,2001
2,59.13,2001
2,42.66,2001
1,495.15,2001
1,562.22,2001
1,382.65,2001
3,57.58,2001
3,225.26,2001
1,82.54,2001
3,99.21,2001
2,31.22,2001
2,307.16,2001
2,106.65,2001
2,273.73,2001
2,103.39,2001
2,53.22,2001
2,75.81,2001
3,463.69,2001
3,296.63,2001
1,115.85,2001
2,177.31,2001
2,261.66,2001
2,85.4,2001
1,34.79,2001
1,189.35,2001
1,76.83,2001
1,194.33,2001
1,31.94,2001
1,56.22,2001
1,95.99,2001
3,69.59,2001
2,14.45,2001
2,44.99,2001
2,64.61,2001
2,43.55,2001
2,27.08,2001
3,215.89,2001
2,2.98,2001
2,203.17,2001
3,159.84,2001
3,48.24,2001
3,54.85,2001
1,164.91,2001
1,116.72,2001
3,26.27,2001
3,51.35,2001
3,78.83,2001
3,50.44,2001
3,196.4,2001
2,39.85,2001
1,72.91,2001
2,65.41,2001
2,15.06,2001
1,"14,00",2001
1,24.23,2001
1,10.73,2001
1,19.91,2001
1,13.93,2001
1,56.74,2001
1,73.38,2001
1,17.09,2001
1,27.32,2001
2,29.35,2001
1,90.06,2001
1,300.1,2001
1,47.52,2001
1,724.47,2001
1,894.75,2001
1,98.91,2001
1,194.18,2001
1,"298,00",2001
1,2732.28,2001
1,759.2,2001
1,96.21,2001
2,225.74,2001
1,47.99,2001
2,508.81,2001
1,33.25,2001
1,113.84,2001
2,429.99,2001
1,437.12,2001
2,1546.19,2001
3,499.26,2001
1,89.06,2001
1,230.53,2001
2,1238.5,2001
1,149.33,2001
1,143.67,2001
1,600.52,2001
3,240.75,2001
1,31.5,2001
2,50.82,2001
3,123.08,2001
2,23.68,2001
1,531.78,2001
2,155.97,2001
2,317.75,2001
3,219.73,2001
1,1015.4,2001
2,413.28,2001
1,68.47,2001
1,122.81,2001
1,145.52,2001
1,110.41,2001
1,142.62,2001
1,101.02,2001
1,51.09,2001
2,14.87,2001
3,138.1,2001
1,101.95,2001
2,343.17,2001
2,643.46,2002
1,369.16,2002
1,59.74,2002
2,94.87,2002
3,3579.95,2002
2,2294.8,2002
2,334.04,2002
1,423.98,2002
3,224.25,2002
2,223.78,2002
3,2962.63,2002
2,319.31,2002
3,37.3,2002
1,129.88,2002
3,119.05,2002
2,2990.49,2002
1,81.96,2002
1,45.83,2002
1,65.39,2002
1,39.83,2002
1,113.65,2002
2,35.64,2002
1,322.62,2002
1,91.4,2002
1,32.31,2002
1,75.53,2002
1,85.37,2002
1,170.87,2002
2,473.02,2002
1,274.75,2002
1,948.72,2002
2,125.67,2002
1,52.4,2002
2,314.49,2001
2,498.67,2001
3,1935.93,2001
2,897.33,2001
2,93.45,2001
3,732.65,2001
2,67.08,2001
2,1152.02,2001
2,3086.26,2001
2,1850.05,2001
1,22.87,2001
2,179.53,2001
2,190.75,2001
2,178.83,2001
1,26.95,2001
2,45.27,2001
2,89.21,2001
2,36.01,2001
3,167.25,2001
2,501.6,2001
2,227.46,2001
1,54.68,2002
1,24.89,2002
1,690.41,2002
1,25.08,2002
1,44.88,2002
1,27.38,2002
1,354.29,2002
2,1220.55,2002
3,29.45,2002
3,3195.69,2002
2,289.46,2002
2,68.91,2002
1,48.03,2002
1,59.94,2002
1,13.36,2002
1,42.2,2002
3,338.21,2002
3,2591.51,2002
1,174.51,2002
2,770.39,2002
2,168.41,2002
2,231.3,2002
3,312.51,2002
2,75.94,2002
2,21.83,2002
2,11.3,2002
2,105.01,2002
3,194.96,2002
3,24.7,2002
3,15.25,2002
3,19.84,2002
3,205.75,2002
2,1473.56,2002
1,118.58,2002
2,59.35,2002
2,132.38,2002
1,44.06,2002
1,29.04,2002
2,283.67,2002
1,83.77,2002
1,479.08,2002
1,212.59,2002
2,77.19,2002
2,134.26,2002
1,389.94,2002
2,928.83,2001
1,262.74,2001
2,132.2,2001
1,25.44,2001
1,86.18,2001
1,61.3,2001
2,740.92,2001
1,67.41,2001
1,223.68,2001
2,659.86,2001
1,988.33,2001
1,180.59,2001
2,127.68,2001
1,106.07,2001
1,152.6,2001
2,35.86,2001
1,29.81,2001
1,78.56,2001
2,2356.88,2001
1,880.07,2001
2,2413.47,2001
2,13.68,2001
1,300.47,2001
2,199.63,2001
3,79.25,2001
2,10752.73,2001
2,121.97,2001
1,242.35,2001
1,22.69,2002
2,11.15,2002
1,66.29,2002
1,98.06,2002
1,14.87,2002
1,28.52,2002
1,46.48,2002
1,444.1,2002
1,249.52,2002
1,915.81,2002
1,42.55,2002
1,19.93,2002
1,557.94,2002
1,171.61,2002
1,19.98,2002
1,395.04,2002
3,11.09,2002
3,8.28,2002
3,22.66,2002
3,8.51,2002
3,66.01,2002
3,4.88,2002
3,7.94,2002
3,91.69,2002
3,18.54,2002
3,25.03,2002
3,24.24,2002
3,28.67,2002
3,80.35,2002
3,4.65,2002
3,2871.46,2002
3,71.1,2002
2,232.71,2002
1,28.02,2002
2,16.65,2002
3,15.11,2002
2,80.85,2002
1,36.38,2002
3,884.31,2002
2,57.78,2002
2,25.79,2002
1,1164.69,2002
1,809.56,2002
1,83.31,2002
1,200.69,2002
1,104.91,2002
1,65.18,2002
1,79.62,2002
2,30.96,2002
1,71.94,2002
1,501.26,2002
1,51.9,2002
1,231.06,2002
2,238.62,2001
1,246.57,2001
1,105.04,2001
1,36.37,2001
1,12.4,2001
1,197.53,2001
1,18.83,2001
1,58.26,2001
1,23.48,2001
1,58.37,2001
2,54.33,2001
1,43.47,2001
2,71.6,2001
2,27.12,2001
2,83.41,2001
2,7.52,2001
2,69.58,2001
2,107.05,2001
2,70.48,2001
3,63.55,2001
3,692.84,2001
3,35.95,2001
2,8468.6,2001
1,110.89,2001
1,307.63,2001
1,235.97,2001
1,115.71,2001
2,344.12,2001
1,83.41,2001
2,1740.92,2001
3,186.76,2001
2,490.21,2001
2,21.55,2001
2,61.1,2001
2,1282.78,2001
2,88.16,2002
3,226.66,2002
2,39.45,2002
1,6.54,2002
3,2071.75,2002
3,55.16,2002
3,62.51,2002
3,57.97,2002
3,36034.37,2002
2,38.72,2002
1,20.58,2002
1,98.62,2002
2,31.85,2002
1,43.44,2002
1,159.62,2002
1,323.39,2002
2,300.92,2002
2,136.34,2002
3,189.14,2002
3,189.14,2002
1,49.27,2002
2,245.23,2002
1,27.92,2002
2,560.22,2002
3,107.5,2002
2,193.74,2002
2,90.41,2002
3,156.59,2002
2,30.81,2002
1,67.22,2002
1,34.04,2002
2,340.21,2002
2,28.23,2002
2,96.88,2002
2,290.25,2002
2,337.9,2002
1,138.68,2002
1,362.07,2002
1,959.4,2002
1,27.29,2002
1,18.31,2002
1,9.46,2002
1,8.54,2002
1,11.02,2002
1,26.94,2002
1,29.52,2002
1,42.96,2002
1,10.93,2002
1,272.22,2002
1,22.98,2002
1,25.67,2002
2,2757.49,2001
3,360.8,2001
2,1957.56,2001
2,27.34,2001
2,43.86,2001
2,139.87,2001
3,40.99,2001
2,76.02,2001
2,107.22,2001
2,92.03,2001
2,36.48,2001
2,36.52,2001
2,53.55,2001
1,29.52,2001
1,86.65,2001
2,14.91,2001
2,81.09,2001
2,837.59,2001
2,5794.5,2001
2,"116,00",2001
3,595.14,2001
3,369.96,2001
2,328.88,2001
2,68.51,2001
2,86.09,2001
2,43.97,2001
1,50.09,2002
2,114.08,2002
2,38.77,2002
1,177.99,2002
2,709.84,2002
1,44.75,2002
2,124.41,2002
3,544.86,2002
2,109.26,2002
1,39.61,2002
1,25.48,2002
2,81.02,2002
2,204.76,2002
2,99.48,2002
3,56.31,2002
2,280.56,2002
3,2028.74,2002
1,435.6,2002
1,35.67,2002
1,174.63,2002
1,394.71,2002
1,81.48,2002
3,491.75,2002
3,989.14,2002
3,83.42,2002
3,42.73,2002
2,335.04,2002
3,2533.54,2002
1,283.74,2002
2,125.48,2002
1,139.02,2002
1,91.31,2002
1,"69,00",2002
2,10.06,2002
2,119.63,2002
3,185.01,2002
2,245.9,2002
2,70.81,2002
2,127.31,2002
2,79.13,2002
3,30.72,2002
3,12.1,2002
2,252.47,2001
2,58.66,2001
2,109.35,2001
2,56.27,2001
2,38.51,2001
3,531.54,2001
2,308.99,2001
1,72.8,2001
2,448.48,2001
2,84.72,2001
3,"445,00",2001
2,39.07,2001
3,87.37,2001
2,31.67,2001
2,7889.68,2001
2,7325.43,2001
2,2074.46,2001
2,45.25,2001
3,56.22,2001
2,89.82,2001
2,12.09,2001
2,296.56,2001
3,154.85,2001
2,290.42,2001
1,119.11,2001
2,82.42,2001
2,521.29,2002
2,521.29,2002
1,70.45,2002
1,319.92,2002
2,248.21,2002
1,119.7,2002
1,220.2,2002
1,168.12,2002
1,328.11,2002
1,171.35,2002
2,76.32,2002
3,4.2,2002
3,37.24,2002
3,34.89,2002
2,39.39,2002
1,134.74,2002
3,1036.43,2002
1,399.05,2002
1,420.31,2002
1,29.76,2002
1,123.92,2002
1,131.72,2002
1,231.71,2002
1,333.59,2002
1,17.86,2002
2,7.37,2002
1,52.16,2002
2,2634.01,2002
2,2634.01,2002
1,354.02,2002
1,156.52,2002
2,205.87,2002
2,33.97,2002
2,24.12,2002
2,37.18,2002
1,625.38,2002
1,130.79,2002
1,48.2,2002
1,140.95,2002
1,105.99,2002
1,133.54,2002
1,180.24,2002
1,730.6,2002
1,1280.81,2002
1,90.11,2002
1,70.8,2002
1,263.87,2002
3,2837.37,2001
2,365.74,2001
2,598.64,2001
2,90.98,2001
2,57.86,2001
2,76.64,2001
3,1567.69,2001
2,4523.66,2001
2,113.21,2001
2,52.86,2001
1,959.19,2001
2,114.95,2001
2,23.76,2001
2,46.02,2001
2,522.53,2001
2,38.1,2001
1,27.41,2001
1,77.03,2001
2,2470.49,2001
2,225.81,2001
2,457.77,2002
3,"645,00",2002
2,44.75,2002
2,11.6,2002
1,198.24,2002
3,215.06,2002
2,101.14,2002
2,182.54,2002
3,144.08,2002
2,90.31,2002
2,157.78,2002
1,31.42,2002
2,41.21,2002
3,11.96,2002
2,60.55,2002
1,257.83,2002
1,95.08,2002
1,49.22,2002
2,55.92,2002
2,263.73,2002
1,113.29,2002
2,74.59,2002
1,140.63,2002
1,53.36,2002
1,15.48,2002
1,23.29,2002
1,31.69,2002
1,57.2,2002
1,35.48,2002
1,78.01,2002
2,273.23,2002
1,158.52,2002
1,66.58,2002
1,57.67,2002
1,201.36,2002
1,32.1,2002
1,56.87,2002
1,178.97,2002
1,242.31,2002
1,43.77,2002
1,86.21,2002
2,15.26,2002
1,47.02,2002
1,38.92,2002
1,25.34,2002
1,55.54,2002
2,17.49,2002
1,9.62,2002
1,51.88,2002
1,27.9,2002
2,243.15,2001
3,197.77,2001
2,193.29,2001
2,572.51,2001
2,882.8,2001
1,"396,00",2001
2,1613.19,2001
2,282.95,2001
1,56.64,2001
2,124.75,2001
3,117.21,2001
2,461.35,2001
2,167.79,2001
2,74.23,2001
2,362.93,2001
3,622.96,2001
3,138.56,2001
2,88.17,2001
3,2317.61,2001
2,221.51,2001
3,220.06,2001
2,175.16,2001
2,370.14,2002
3,1085.19,2002
2,196.89,2002
3,21.74,2002
3,327.88,2002
2,548.43,2002
2,394.83,2002
2,46.72,2002
3,89.45,2002
3,1290.46,2002
2,63.89,2002
3,110.81,2002
1,899.38,2002
1,65.93,2002
1,28.4,2002
1,52.06,2002
1,125.9,2002
1,146.57,2002
1,145.31,2002
1,76.8,2002
2,30.07,2002
2,95.48,2002
2,37.21,2002
1,33.17,2002
1,68.51,2002
1,25.69,2002
1,15.02,2002
1,32.06,2002
2,183.14,2002
2,206.08,2001
1,22.39,2001
2,253.29,2001
1,98.48,2001
2,98.02,2001
2,46.56,2001
2,158.8,2001
1,38.32,2001
1,82.99,2001
1,23.5,2001
1,43.75,2001
1,39.76,2001
1,83.36,2001
2,133.34,2001
1,19.6,2001
2,121.19,2001
1,38.85,2001
1,17.66,2001
2,40.13,2001
1,57.85,2001
1,27.86,2001
2,46.5,2001
2,6.81,2001
2,48.24,2001
1,161.08,2001
1,45.89,2001
2,70.02,2001
1,40.15,2001
2,28.46,2001
2,37.57,2001
3,180.5,2001
2,82.9,2001
2,25.02,2001
3,1487.8,2001
3,5.35,2001
2,502.09,2001
3,18.92,2001
2,44.68,2001
3,3582.58,2001
3,40.85,2001
3,71.15,2001
2,4408.48,2001
3,531.59,2001
3,43.99,2001
2,82.55,2001
2,75.95,2001
2,8452.94,2001
3,11652.71,2001
2,781.8,2001
2,1043.52,2001
2,1953.98,2001
2,611.75,2001
2,39.6,2001
2,481.42,2001
3,7010.89,2001
2,95.85,2001
3,1945.1,2001
2,209.33,2002
2,168.37,2002
1,64.33,2002
2,495.59,2002
2,55.77,2002
1,39.24,2002
2,30.2,2002
3,35.83,2002
3,77.95,2002
2,246.34,2002
2,269.23,2002
2,60.08,2002
2,14.77,2002
2,343.96,2002
3,32.84,2002
1,20.57,2002
2,577.46,2002
1,221.81,2002
2,77.82,2002
1,223.97,2002
1,232.43,2002
1,108.55,2002
1,255.74,2002
1,156.07,2002
1,240.93,2002
2,"367,00",2002
1,923.78,2002
2,31.88,2002
1,63.72,2002
2,99.36,2001
1,22.63,2001
2,608.39,2001
1,28.64,2001
1,66.45,2001
2,28.28,2001
2,30.6,2001
2,10.39,2001
1,44.14,2001
1,21.65,2001
1,24.67,2001
1,14.21,2001
1,13.3,2001
1,14.02,2001
1,73.01,2001
1,45.65,2001
1,15.19,2001
1,132.38,2001
1,103.43,2001
1,14.35,2001
1,63.48,2001
1,15.73,2001
1,98.44,2001
1,68.93,2001
2,27.14,2001
1,20.21,2001
1,33.73,2001
2,105.98,2001
1,66.23,2001
2,55.92,2001
1,24.31,2001
3,16.9,2001
2,291.25,2001
1,55.5,2001
1,78.14,2001
1,71.66,2001
1,89.88,2001
1,37.38,2001
2,88.55,2001
2,35.38,2001
2,45.92,2001
2,236.45,2001
2,47.13,2001
1,175.04,2001
2,78.62,2001
3,923.44,2001
2,47.95,2001
3,60.22,2001
2,197.02,2001
2,27.55,2001
2,18.57,2001
2,774.42,2001
3,442.79,2001
3,135.2,2001
2,37.96,2001
3,27.45,2001
3,1721.62,2001
1,300.34,2001
2,414.74,2001
1,40.5,2001
1,39.06,2001
2,12828.63,2001
1,110.55,2001
1,784.21,2001
2,65.83,2001
1,293.5,2001
2,1486.83,2001
1,3267.86,2001
2,154.48,2001
2,175.98,2001
1,219.83,2001
1,47.98,2001
2,795.7,2001
3,528.57,2001
2,25.36,2001
2,3515.75,2001
3,459.78,2001
3,366.57,2001
3,57.31,2001
3,192.57,2001
2,176.96,2001
2,81.06,2001
2,38.38,2001
1,535.16,2001
1,331.81,2001
1,291.08,2001
2,58.62,2001
3,256.79,2001
3,3248.34,2001
3,132.78,2001
3,329.69,2001
1,61.99,2001
2,48.23,2001
3,67.59,2001
2,1216.73,2001
3,253.13,2001
2,74.32,2001
1,236.46,2001
2,203.54,2001
2,739.05,2001
1,43.34,2001
1,44.47,2001
2,62.31,2001
2,249.1,2001
3,2081.24,2001
2,14129.83,2001
3,519.01,2001
1,153.86,2001
3,61.45,2001
2,634.2,2001
2,379.17,2001
2,899.45,2001
2,32.46,2002
1,123.73,2002
2,45.01,2002
1,109.62,2002
1,76.23,2002
1,44.01,2002
1,75.07,2002
1,186.3,2002
1,30.24,2002
1,50.44,2002
2,20.8,2002
1,122.15,2002
1,276.57,2002
2,37.9,2002
1,119.41,2002
2,31.08,2002
1,329.46,2002
1,9.6,2001
2,25.89,2001
1,48.32,2001
2,150.17,2001
2,205.35,2001
2,674.63,2001
1,776.59,2001
1,771.91,2001
2,34.19,2001
2,17.84,2001
3,31.58,2001
3,49.48,2001
3,10.16,2001
3,361.35,2001
2,537.56,2001
1,223.12,2001
3,16.55,2001
3,10.81,2001
3,205.51,2001
