Niveau.N.1.0,Sup_Ha.N.11.2,Annee.C.4
1,14.47,1999
1,55.8,1999
1,174.26,1999
1,136.91,1999
1,28.13,1999
1,"21,00",1999
1,12.14,1999
1,181.03,1999
1,107.34,1999
1,113.94,1999
1,18.98,1999
1,31.47,1999
1,101.72,1999
1,71.04,1999
1,24.41,1999
1,17.82,1999
1,161.81,1999
1,71.47,1999
1,176.37,1999
1,16.73,1999
1,16.87,1999
1,1245.68,1999
1,16.24,1999
1,48.94,1999
2,570.93,1999
2,4.01,1999
2,43.07,1999
2,73.33,1999
2,50.39,1999
2,16.67,1999
1,10.79,1999
2,112.55,1999
2,8.07,1999
2,994.09,1999
2,4.87,1999
2,140.87,1999
2,42.39,1999
2,28.8,1999
2,1049.92,1999
2,43.83,1999
2,80.89,1999
3,68.5,1999
3,4.96,1999
3,35.43,1999
2,4631.69,1999
2,75.82,1999
2,32.69,1999
1,90.28,1999
2,63.32,1999
2,434.34,1999
2,118.16,1999
2,702.76,1999
2,180.45,1999
2,77.96,1999
2,122.02,1999
2,30.4,1999
2,1787.44,1999
1,501.09,1999
1,1470.81,1999
1,54.85,1999
1,22.27,1999
1,67.19,1999
3,168.32,1999
1,59.74,1999
1,35.12,1999
1,162.85,1999
1,106.3,1999
1,56.88,1999
1,236.38,1999
3,6.39,1999
3,19.36,1999
1,129.28,1999
1,402.55,1999
2,106.78,1999
2,26.39,1999
2,125.21,1999
2,32.7,1999
2,35.81,1999
2,233.39,1999
2,57.36,1999
2,14.04,1999
3,89.47,1999
2,128.02,1999
2,56.9,1999
2,456.88,1999
2,41.15,1999
1,1025.66,1999
1,159.97,1999
1,19.1,1999
1,49.74,1999
1,36.8,1999
1,13.17,1999
1,172.91,1999
1,17.16,1999
1,8.98,1999
1,1478.42,1999
1,51.51,1999
1,23.65,1999
1,16.91,1999
1,29.86,1999
1,23.75,1999
2,265.93,1999
2,170.92,1999
2,"11,00",1999
2,44.38,1999
2,446.99,1999
2,25.78,1999
2,41.77,1999
2,16.26,1999
2,222.43,1999
2,18.33,1999
2,152.9,1999
1,9.03,1999
2,76.88,1999
2,23.58,1999
2,523.01,1999
2,106.05,1999
2,56.31,1999
2,1222.15,1999
2,141.37,1999
2,65.55,1999
2,59.13,1999
2,229.58,1999
1,65.22,1999
1,28.69,1999
1,23.63,1999
1,32.31,1999
1,153.51,1999
2,58.33,1999
1,162.71,1999
1,263.43,1999
1,1307.17,1999
2,1436.94,1999
2,202.73,1999
2,633.1,1999
2,228.39,1999
2,772.31,1999
2,619.9,1999
1,346.28,1999
1,104.98,1999
1,235.05,1999
1,1535.32,1999
2,7.81,1999
3,25.46,2000
3,61.88,2000
3,487.78,2000
3,99.66,2000
3,93.43,2000
3,85.76,2000
2,163.86,1999
2,96.61,1999
2,80.27,1999
3,139.75,1999
3,26.64,1999
3,152.71,1999
1,18.85,1999
1,21.97,1999
1,199.74,1999
1,86.11,1999
3,46.9,1999
3,87.02,1999
3,254.17,1999
2,42.3,1999
2,182.33,1999
2,35.15,1999
2,85.66,1999
2,774.47,1999
2,680.64,1999
2,134.25,1999
2,61.17,1999
2,321.35,1999
2,51.51,1999
2,218.93,1999
2,46.37,1999
2,143.88,1999
1,19.63,1999
2,183.89,1999
2,32.84,1999
2,9.77,1999
2,70.52,1999
1,175.91,1999
1,27.87,1999
1,25.26,1999
1,8.69,1999
1,65.99,1999
1,18.26,1999
1,547.52,1999
1,255.3,1999
1,568.97,1999
1,48.37,1999
2,353.86,1999
2,353.48,1999
2,1375.13,1999
2,20.53,1999
2,16.53,1999
2,10.98,1999
2,22.28,1999
2,28.37,1999
2,86.61,1999
2,256.04,1999
1,59.4,1999
2,459.21,1999
2,4.73,1999
2,114.63,1999
2,180.35,1999
2,266.31,1999
2,35.86,1999
2,38.75,1999
2,39.95,1999
2,41.61,1999
2,2.7,1999
1,19.97,1999
3,1161.35,2000
3,12.16,2000
3,"4,00",2000
3,39.81,2000
3,98.05,2000
3,36.59,2000
3,419.69,2000
3,6.38,2000
3,29.53,2000
3,43.5,2000
3,6899.72,2000
3,225.5,2000
3,960.58,2000
3,62.26,2000
3,28.83,2000
3,44.83,2000
3,1575.8,2000
3,11.12,2000
3,91.36,2000
3,232.96,2000
3,723.56,2000
3,143.61,2000
2,115.75,1999
2,79.96,1999
2,18.7,1999
3,299.96,1999
3,38.03,1999
3,721.31,1999
3,333.78,1999
1,11.22,1999
1,35.32,1999
1,108.07,1999
1,48.47,1999
1,198.19,1999
3,106.26,1999
1,64.18,1999
1,89.24,1999
1,96.9,1999
1,16.69,1999
1,146.56,1999
1,417.36,1999
1,39.22,1999
1,27.31,1999
2,312.55,1999
2,95.63,1999
2,8.86,1999
1,35.73,1999
1,27.02,1999
1,10.49,1999
1,18.44,1999
1,34.29,1999
1,1417.87,1999
1,57.23,1999
1,73.51,1999
1,46.56,1999
1,25.99,1999
1,54.4,1999
1,"248,00",1999
1,121.66,1999
1,38.5,1999
2,84.75,1999
3,14.01,1999
2,26.47,1999
2,24.18,1999
2,104.11,1999
2,381.01,1999
2,105.68,1999
2,36.14,1999
2,25.82,1999
2,31.96,1999
1,10.78,1999
1,22.28,1999
1,138.5,1999
1,30.62,1999
1,91.93,1999
3,253.85,1999
1,59.68,1999
1,33.29,1999
1,60.67,1999
1,470.94,1999
2,18.65,1999
3,941.58,2000
1,274.51,2000
1,444.62,2000
1,68.55,2000
1,32.42,2000
1,37.27,2000
1,36.93,2000
1,20.7,2000
1,36.25,2000
1,30.85,2000
1,255.92,2000
1,269.56,2000
1,16.35,2000
1,16.2,2000
1,83.52,2000
1,76.47,2000
1,42.94,2000
1,173.65,2000
1,59.12,2000
1,327.51,2000
2,10.59,2000
2,51.5,2000
2,32.36,2000
2,37.94,2000
2,48.67,2000
2,35.28,2000
2,11.68,2000
2,123.43,2000
1,141.31,1999
1,136.13,1999
1,78.87,1999
1,72.1,1999
1,9.92,1999
3,198.92,1999
1,45.5,1999
1,117.52,1999
1,47.79,1999
1,42.24,1999
1,27.77,1999
1,25.48,1999
1,24.39,1999
1,11.92,1999
1,9.51,1999
1,25.07,1999
3,322.89,1999
1,30.48,1999
1,47.56,1999
1,229.24,1999
1,40.69,1999
1,57.78,1999
1,141.55,1999
1,169.17,1999
1,11.33,1999
1,218.88,1999
1,263.76,1999
1,44.54,1999
1,25.81,1999
1,78.46,1999
1,117.07,1999
1,2209.45,1999
1,24.93,1999
1,76.96,1999
1,130.88,1999
1,63.7,1999
1,24.85,1999
1,20.48,1999
1,59.11,1999
1,57.17,1999
1,26.03,1999
2,454.82,1999
2,30.71,1999
1,176.65,1999
1,71.52,1999
1,60.95,1999
1,6.49,1999
1,53.55,1999
1,80.73,1999
3,130.95,1999
1,98.41,1999
1,53.34,1999
1,65.41,1999
1,36.87,1999
1,28.08,1999
1,30.26,1999
1,349.43,1999
1,69.36,1999
1,269.62,1999
1,110.62,1999
3,16.98,1999
1,109.8,1999
1,34.74,1999
1,34.65,1999
1,37.22,1999
1,465.94,1999
1,83.94,1999
2,229.58,2000
2,97.37,2000
2,21.44,2000
2,17.99,2000
2,104.46,2000
2,19.7,2000
2,38.05,2000
2,100.52,2000
2,18.05,2000
2,26.87,2000
2,39.19,2000
2,243.65,2000
2,184.01,2000
2,114.12,2000
2,51.75,2000
2,264.08,2000
2,49.14,2000
2,129.97,2000
3,25.98,2000
3,3686.02,2000
3,21.13,2000
3,101.48,2000
3,24.42,2000
3,89.99,2000
3,16.91,2000
1,16.81,2000
3,510.28,2000
3,6.28,2000
1,75.21,1999
1,74.93,1999
3,53.56,1999
1,42.69,1999
1,75.76,1999
1,32.62,1999
1,111.55,1999
1,16.36,1999
1,15.01,1999
1,31.29,1999
1,125.19,1999
1,31.71,1999
1,41.96,1999
3,254.6,1999
1,66.91,1999
2,21.93,1999
1,85.6,1999
1,24.61,1999
2,21.92,1999
2,201.71,1999
2,202.44,1999
2,19.53,1999
2,73.38,1999
2,328.92,1999
2,9.25,1999
2,18.42,1999
1,9.85,1999
2,12.87,1999
2,10.95,1999
2,34.59,1999
2,1.13,1999
2,232.27,1999
2,87.76,1999
2,38.27,1999
2,340.83,1999
2,63.26,1999
2,294.69,1999
1,145.18,1999
2,21.41,1999
2,110.81,1999
2,59.94,1999
2,3.55,1999
2,10.91,1999
2,23.77,1999
2,5.5,1999
2,14.79,1999
2,9.59,1999
2,9.86,1999
1,64.45,1999
2,26.8,1999
2,20.49,1999
2,16.44,1999
1,259.38,1999
1,63.22,1999
1,3.33,1999
1,67.24,1999
3,19.05,1999
1,197.05,1999
1,2717.8,1999
1,475.4,1999
1,81.12,1999
1,111.34,1999
1,67.62,1999
1,195.03,1999
1,390.16,1999
1,171.65,1999
1,23.56,1999
3,140.95,1999
1,93.36,1999
1,105.32,1999
1,33.88,1999
1,41.95,1999
1,28.61,1999
3,94.52,2000
3,0.52,2000
3,4891.18,2000
3,35.23,2000
3,393.65,2000
3,238.66,2000
3,46.83,2000
3,28.12,2000
3,2154.96,2000
3,102.06,2000
3,187.66,2000
3,6.79,2000
3,35.6,2000
3,25.03,2000
3,394.39,2000
3,27.87,2000
3,27.43,2000
3,37.01,2000
3,61.78,2000
3,26.98,2000
3,127.26,2000
3,27.71,2000
3,72.49,2000
3,938.3,2000
1,73.09,2000
2,187.71,1999
2,42.09,1999
3,40.82,1999
2,28.13,1999
2,91.21,1999
2,78.54,1999
2,48.36,1999
2,196.09,1999
2,115.15,1999
2,109.69,1999
2,767.93,1999
2,289.97,1999
2,99.43,1999
3,93.24,1999
2,72.78,1999
2,153.19,1999
2,98.73,1999
2,70.15,1999
2,131.08,1999
1,35.29,1999
1,36.35,1999
1,10.43,1999
1,5.17,1999
3,25.89,1999
3,200.08,1999
1,34.07,1999
1,158.46,1999
1,19.75,1999
1,41.82,1999
1,14.7,1999
1,65.06,1999
1,55.92,1999
1,20.32,1999
1,64.64,1999
1,17.44,1999
3,253.39,1999
1,47.76,1999
1,101.64,1999
1,33.2,1999
1,166.4,1999
1,78.63,1999
1,252.64,1999
1,32.13,1999
1,61.32,1999
1,7.64,1999
1,59.78,1999
1,14.19,1999
1,207.39,1999
1,"156,00",1999
1,79.34,1999
3,39.36,1999
1,1405.54,1999
1,166.78,1999
1,27.24,1999
1,53.5,1999
1,21.67,1999
1,7.27,1999
1,8.93,1999
1,45.81,1999
1,254.12,1999
1,92.68,1999
3,9.22,1999
2,1.64,1999
2,175.71,1999
2,4.39,1999
2,11.89,1999
2,15.43,1999
1,13.67,2000
1,8.21,2000
1,8.35,2000
1,43.96,2000
1,16.1,2000
1,29.92,2000
1,405.44,2000
1,88.58,2000
1,203.12,2000
1,184.08,2000
1,77.2,2000
1,86.57,2000
1,104.96,2000
1,244.59,2000
1,29.56,2000
1,39.55,2000
1,243.88,2000
1,52.92,2000
1,17.01,2000
1,34.81,2000
2,19.25,2000
2,27.76,2000
2,73.23,2000
2,65.49,2000
2,96.27,2000
2,262.21,2000
2,76.54,2000
2,348.22,2000
2,16.43,2000
2,43.81,2000
2,23.33,2000
2,129.87,2000
2,33.82,2000
2,150.91,1999
2,152.78,1999
2,30.4,1999
2,21.43,1999
2,92.12,1999
2,19.24,1999
3,73.21,1999
2,28.47,1999
2,5.85,1999
2,39.48,1999
2,207.75,1999
2,169.31,1999
2,211.07,1999
2,99.3,1999
2,36.78,1999
2,96.51,1999
2,87.85,1999
3,33.76,1999
1,68.53,1999
1,12.81,1999
1,69.73,1999
1,31.34,1999
1,14.75,1999
1,57.32,1999
1,27.39,1999
1,36.13,1999
3,510.19,1999
1,100.79,1999
1,297.52,1999
1,375.23,1999
1,57.23,1999
1,53.5,1999
1,40.04,1999
1,470.7,1999
1,105.05,1999
1,30.35,1999
2,30.62,1999
3,27.5,1999
2,115.08,1999
2,66.83,1999
2,41.03,1999
2,43.05,1999
2,45.91,1999
2,127.09,1999
2,30.98,1999
2,108.85,1999
2,81.64,1999
2,2316.59,1999
3,119.83,1999
2,124.04,1999
2,2963.87,1999
2,13.2,1999
2,10.92,1999
2,25.61,1999
2,133.48,1999
2,111.49,1999
3,2.21,1999
2,59.5,1999
2,253.87,1999
2,80.09,1999
2,577.18,1999
2,60.85,1999
2,49.35,1999
2,46.77,1999
2,95.44,1999
2,15.19,1999
2,48.16,1999
1,8.74,1999
1,86.9,1999
1,29.82,1999
1,72.69,1999
1,24.14,1999
3,34.26,1999
3,87.2,1999
1,16.02,1999
2,210.82,2001
2,1744.36,2001
1,6636.36,2001
1,370.48,2001
2,544.89,2001
1,114.47,2001
2,360.69,2001
2,102.83,2001
2,25.68,2001
2,45.53,2001
1,78.09,2001
2,15.63,2001
1,63.77,2001
1,14.3,2001
2,30.07,2001
2,78.89,2001
2,195.31,2001
1,70.44,2001
2,37.82,2001
1,71.98,2001
1,49.24,2001
2,52.48,2001
1,51.42,2001
2,39.06,2001
1,23.42,2001
1,38.26,2001
1,144.24,2001
1,111.73,2001
1,30.3,2001
1,106.18,2001
1,360.03,2001
2,1117.14,2001
3,23.89,2001
3,77.62,2001
2,89.41,2001
3,136.82,2001
2,92.44,2001
1,276.85,2001
1,11.93,2001
1,125.86,2001
2,857.7,2001
2,37.74,2001
3,36.17,2001
2,50.94,2001
1,60.36,2001
3,606.34,2001
3,62.2,2001
3,587.67,2001
3,62.95,2001
3,105.06,2001
2,44.04,2001
2,29.3,2001
2,31.29,2001
2,35.27,2001
2,30.64,2001
2,35.39,2001
2,18.9,2001
2,124.4,2001
3,3895.1,2001
1,34.89,2001
2,71.71,2001
2,138.73,2001
2,246.47,2001
2,83.04,2001
3,16893.49,2001
1,36.76,2001
1,22.31,2001
1,39.45,2001
2,47.37,2001
2,71.31,2001
3,21.32,2001
3,7.64,2001
3,21.3,2001
2,18.63,2001
2,47.45,2001
1,26.42,2001
1,704.73,2001
1,136.73,2001
1,103.42,2001
2,357.12,2001
2,613.18,2001
1,138.52,2001
1,87.33,2001
2,65.79,2001
1,22.74,2001
1,65.31,2001
2,419.59,2001
2,847.49,2001
2,242.03,2001
2,71.57,2001
1,363.33,2001
1,30.56,2001
1,26.99,2001
1,159.65,2001
1,63.41,2001
2,"751,00",2001
1,35.05,2001
2,176.41,2001
1,295.14,2001
1,33.94,2001
1,147.05,2001
1,109.86,2001
1,1.99,2001
2,86.61,2001
1,75.14,2001
1,69.6,2001
2,405.77,2001
2,1995.58,2001
2,4588.94,2001
3,74.51,2001
3,57.28,2001
3,59.5,2001
3,30.81,2001
3,168.46,2001
3,60.16,2001
3,43.17,2001
3,8.83,2001
3,29.41,2001
3,37.98,2001
1,1904.35,2001
3,37.83,2001
3,22.32,2001
2,43.09,2001
3,300.16,2001
2,204.35,2001
2,13.62,2001
2,14.03,2001
2,16718.95,2001
2,564.65,2001
2,113.69,2001
2,210.5,2001
2,162.8,2001
2,255.63,2001
3,5.52,2001
2,30.65,2001
2,39.76,2001
2,8.41,2001
2,44.49,2001
3,4.23,2001
2,46.89,2001
2,568.58,2001
2,30.04,2001
2,11.92,2001
3,13.66,2001
3,15.66,2001
3,16.42,2001
2,25154.85,2001
1,1100.65,2001
3,37.59,2001
3,16.92,2001
2,268.66,2001
2,257.62,2001
2,80.83,2001
2,173.12,2001
3,4.07,2001
2,424.44,2001
3,137.57,2001
1,35.54,2001
2,200.68,2001
1,1312.24,2001
2,125.28,2001
1,17.19,2001
2,218.15,2001
1,58.92,2001
1,59.93,2001
1,26.25,2001
2,133.22,2001
2,14.04,2001
1,36.76,2001
1,25.36,2001
2,155.39,2001
1,20.28,2001
1,39.45,2001
2,47.37,2001
1,35.92,2001
1,36.01,2001
1,33.04,2001
2,29.37,2001
1,176.61,2001
2,81.54,2001
1,24.69,2001
1,50.74,2001
1,135.39,2001
2,66.22,2001
1,119.58,2001
1,81.04,2001
1,70.04,2001
2,99.29,2001
2,31.97,2001
1,881.93,2001
1,2245.08,2001
1,100.48,2001
1,54.57,2001
1,76.48,2001
1,76.48,2001
1,187.65,2001
1,125.76,2001
1,542.29,2001
1,314.1,2001
1,64.78,2001
2,1021.26,2001
1,133.55,2001
1,3573.35,2001
2,34.48,2001
1,101.8,2001
2,110.5,2001
2,26.32,2001
3,256.17,2001
2,108.51,2001
3,78.85,2001
2,42.28,2001
3,53.87,2001
3,3105.05,2001
3,34.47,2001
2,23.77,2001
2,"98,00",2001
3,76.38,2001
3,36.32,2001
3,2577.76,2001
2,35.69,2001
2,52.56,2001
3,419.5,2001
3,792.7,2001
3,22.09,2001
2,5038.71,2001
3,44.23,2001
2,23.28,2001
2,21.75,2001
2,84.61,2001
3,95.78,2001
2,275.29,2001
2,571.09,2001
3,40.1,2001
2,27.29,2001
2,7.18,2001
2,63.41,2001
3,18.98,2001
3,6.17,2001
2,30.38,2001
2,11.84,2001
2,17.83,2001
2,11.44,2001
2,112.44,2001
2,12.46,2001
2,585.56,2001
1,153.24,2001
2,28.52,2001
2,16.08,2001
2,150.08,2001
2,42.61,2001
1,88.2,2001
1,17.73,2001
1,35.38,2001
1,35.96,2001
2,644.94,2001
1,82.76,2001
2,645.92,2001
1,9507.86,2001
1,997.08,2001
2,300.73,2001
3,6.27,2001
2,418.16,2001
1,90.9,2001
1,78.83,2001
2,21.41,2001
2,236.43,2001
1,159.54,2001
2,130.03,2001
2,26.98,2001
2,71.26,2001
1,32.79,2001
1,46.23,2001
1,63.96,2001
1,128.07,2001
2,59.29,2001
2,288.92,2001
1,1329.3,2001
2,143.5,2001
2,86.97,2001
1,108.88,2001
2,29.34,2001
2,233.7,2001
1,195.46,2001
2,114.21,2001
3,6.7,2001
1,77.25,2001
1,49.87,2001
1,37.8,2001
1,15.06,2001
1,168.73,2001
1,211.34,2001
1,365.14,2001
1,13.84,2001
1,32.58,2001
1,23.54,2001
1,350.92,2001
1,154.75,2001
2,"499,00",2001
2,490.87,2001
1,31.2,2001
3,44.6,2001
3,217.87,2001
1,709.09,2001
1,1734.3,2001
2,4163.86,2001
3,775.88,2001
3,1114.33,2001
3,45.54,2001
3,234.98,2001
2,49.72,2001
3,48.78,2001
3,25.22,2001
2,15.04,2001
3,25.73,2001
3,10.19,2001
3,75.68,2001
2,310.53,2001
2,48.88,2001
3,129.21,2001
3,18.52,2001
2,25.21,2001
3,86.98,2001
3,15.94,2001
3,21.82,2001
3,109.29,2001
3,194.11,2001
3,43.78,2001
3,45.89,2001
3,86.02,2001
3,48.55,2001
3,9.07,2001
3,151.8,2001
3,41.29,2001
3,61.32,2001
3,85.36,2001
3,58.36,2001
3,153.02,2001
3,12.18,2001
3,28.68,2001
3,61.02,2001
3,17.02,2001
3,54.93,2001
2,6.19,2001
2,224.05,2001
1,52.93,2001
1,186.65,2001
2,2521.08,2001
2,3084.7,2001
3,15.74,2001
3,12.96,2001
2,1262.89,2001
2,31.42,2001
2,53.71,2001
2,491.64,2001
3,5.19,2001
3,51.55,2001
3,2.67,2001
3,9.68,2001
2,22208.09,2001
2,328.69,2001
2,158.96,2001
1,20.24,2001
3,602.91,2001
3,125.67,2001
1,85.01,2001
1,66.42,2001
1,31.92,2001
2,316.96,2001
2,21.11,2001
2,58.09,2001
1,79.41,2001
1,59.98,2001
1,37.73,2001
2,"240,00",2001
1,324.72,2001
1,51.44,2001
1,108.41,2001
2,266.91,2001
1,8.23,2001
1,57.75,2001
1,20.79,2001
1,8.74,2001
1,14.48,2001
1,73.01,2001
2,60.1,2001
2,58.39,2001
2,140.94,2001
1,106.05,2001
1,38.1,2001
2,104.45,2001
1,51.15,2001
1,70.74,2001
2,28.89,2001
3,155.74,2001
2,291.83,2001
3,552.7,2001
3,117.67,2001
3,532.91,2001
1,47.35,2001
2,35.64,2001
3,139.62,2001
2,1085.16,2001
1,158.95,2001
2,2161.15,2001
2,402.92,2001
3,64.9,2001
2,19.8,2001
2,19.54,2001
3,228.06,2001
3,41.73,2001
3,139.24,2001
3,38.73,2001
1,101.71,2001
1,258.26,2001
3,930.63,2001
2,2494.45,2001
1,3620.41,2001
2,71.04,2001
2,19.76,2001
1,37.07,2001
1,6.06,2001
1,73.1,2001
1,"189,00",2001
2,540.01,2001
3,28.8,2001
3,348.84,2001
2,56.24,2001
3,66.28,2001
3,19.7,2001
3,17.7,2001
3,25.29,2001
3,8233.21,2001
3,18.1,2001
3,9.16,2001
3,32480.7,2001
1,41.05,2001
3,285.35,2001
1,102.69,2001
1,1119.86,2001
2,731.21,2001
2,15.99,2001
1,160.42,2001
3,34.59,2001
2,126.34,2001
2,124.14,2001
2,11.65,2001
3,55.44,2001
2,1040.89,2001
2,17.21,2001
2,86.15,2001
3,202.37,2001
2,18.11,2001
2,1169.35,2001
3,932.22,2001
1,30.74,2001
1,22.05,2001
1,235.49,2001
2,20.49,2001
2,130.13,2001
2,305.44,2001
1,55.51,2001
2,399.49,2001
2,34.32,2001
2,45.87,2001
1,47.84,2001
1,83.32,2001
2,308.95,2001
2,295.04,2001
2,105.55,2001
2,84.78,2001
2,2935.59,2001
2,63.28,2001
1,158.58,2001
2,1030.4,2001
2,105.22,2001
2,107.7,2001
2,30.27,2001
1,121.6,2001
2,80.62,2001
2,48.57,2001
1,67.33,2001
1,35.86,2001
1,11.49,2001
1,72.15,2001
1,71.01,2001
1,18.75,2001
2,12.07,2001
2,29.85,2001
1,24.99,2001
2,19.14,2001
1,28.74,2001
2,73.12,2001
2,16.88,2001
2,144.44,2001
2,10.72,2001
2,592.43,2001
2,54.03,2001
1,36.84,2001
1,30.4,2001
2,31.96,2001
2,142.74,2001
2,42.32,2001
1,22.12,2001
1,34.31,2001
2,74.49,2001
1,35.25,2001
1,60.18,2001
1,14.31,2001
2,17.01,2001
2,14.46,2001
1,33.91,2001
2,47.6,2001
1,119.33,2001
1,23.58,2001
1,58.97,2001
1,"31,00",2001
1,41.28,2001
1,106.23,2001
1,309.54,2001
2,238.36,2001
2,39.92,2001
2,2696.37,2001
1,52.04,2001
1,252.42,2001
1,168.07,2001
1,105.85,2001
1,307.79,2001
2,1210.75,2001
1,2117.43,2001
2,1393.49,2001
1,176.3,2001
1,21.46,2001
1,46.98,2001
3,2174.47,2001
1,50.07,2001
1,407.34,2001
3,94.08,2001
2,10436.54,2001
1,1019.61,2001
1,785.71,2001
3,2664.29,2001
3,143.55,2001
2,202.08,2001
3,571.63,2001
2,681.37,2001
2,44.98,2001
1,30.78,2001
1,43.18,2001
2,50.7,2001
2,27.99,2001
2,56.21,2001
2,260.65,2001
1,282.55,2001
1,24.95,2001
1,97.45,2001
1,31.41,2001
1,78.27,2001
2,31.76,2001
2,125.16,2001
2,177.76,2001
2,50.19,2001
2,50.95,2001
2,27.94,2001
2,29.94,2001
2,103.49,2001
2,440.64,2001
2,50.18,2001
1,88.26,2001
1,84.93,2001
2,6.87,2001
2,438.6,2001
3,1310.48,2001
2,1382.52,2001
2,343.18,2001
3,97.86,2001
2,11.93,2001
2,42.54,2001
1,485.22,2001
1,54.83,2001
2,569.1,2001
3,403.96,2001
2,30.75,2001
1,48.05,2001
1,31.81,2001
1,65.47,2001
1,84.79,2001
1,71.55,2001
2,30.37,2001
2,313.6,2001
2,78.16,2001
1,78.09,2001
1,32.97,2001
1,18.96,2001
2,209.21,2001
1,212.72,2001
2,320.77,2001
2,237.27,2001
1,218.32,2001
1,293.46,2001
1,32.08,2001
3,311.4,2001
2,981.22,2001
2,22.43,2001
2,52.29,2001
1,262.93,2001
2,51.32,2001
2,123.3,2001
1,49.9,2001
1,4.86,2001
1,87.99,2001
1,57.38,2001
2,14.06,2001
2,49.55,2001
1,56.93,2001
2,31.9,2001
1,126.22,2001
1,278.02,2001
2,30.09,2001
2,84.27,2001
1,24.59,2001
1,110.05,2001
1,23.66,2001
1,79.48,2001
2,14.27,2001
1,13.49,2001
1,25.01,2001
1,45.8,2001
1,92.76,2001
1,30.58,2001
2,330.88,2001
2,18.99,2001
2,406.35,2001
2,175.11,2001
2,124.83,2001
2,53.94,2001
1,19.94,2001
2,137.31,2001
3,656.12,2001
2,272.6,2001
1,51.08,2001
1,464.01,2001
3,49.84,2001
1,582.2,2001
2,462.26,2001
3,76.36,2001
2,542.36,2001
2,3460.28,2001
3,91.46,2001
1,128.07,2001
1,1426.16,2001
2,2090.35,2001
1,33.75,2001
1,350.78,2001
2,405.62,2001
2,49.88,2001
2,35.77,2001
2,65.16,2001
2,3765.33,2001
2,10.92,2001
2,187.61,2001
2,28.99,2001
2,1873.54,2001
1,74.63,2001
1,99.45,2001
1,44.31,2001
2,59.55,2001
2,83.14,2001
2,32.49,2001
2,524.56,2001
2,23369.62,2001
2,119.39,2001
1,36.46,2001
3,13.96,2001
2,43.92,2001
2,70.94,2001
3,130.44,2001
3,55.67,2001
2,11.95,2001
2,36.38,2001
3,40.52,2001
2,159.56,2001
2,91.08,2001
2,32.15,2001
3,14.46,2001
2,330.83,2001
1,134.18,2001
2,947.64,2001
2,4605.94,2001
2,406.95,2001
2,57.59,2001
3,7.95,2001
3,13.74,2001
3,69.23,2001
3,33.29,2001
3,3017.5,2001
2,78.07,2001
2,89.47,2001
2,"3,00",2001
2,177.38,2001
2,20.28,2001
2,2011.41,2001
3,88.86,2001
2,124.81,2001
3,42.09,2001
3,76.69,2001
1,20.95,2001
2,49.25,2001
2,56.76,2001
2,69.5,2001
2,52.34,2001
2,178.25,2001
1,51.44,2001
2,203.21,2001
1,75.79,2001
2,46.81,2001
2,31.12,2001
1,202.24,2001
1,76.78,2001
1,101.1,2001
1,91.05,2001
1,21.14,2001
2,164.42,2001
2,64.67,2001
2,110.26,2001
2,183.27,2001
2,449.59,2001
1,44.06,2001
1,102.6,2001
1,68.1,2001
1,48.09,2001
1,21.23,2001
2,60.43,2001
1,47.54,2001
1,117.89,2001
1,48.74,2001
2,17.63,2001
2,105.47,2001
2,128.18,2001
1,3268.14,2001
2,1465.64,2001
3,55.84,2001
1,1421.73,2001
2,1582.53,2001
2,75.55,2001
2,233.77,2001
1,369.47,2001
1,377.99,2001
1,51.37,2001
1,64.3,2001
1,205.64,2001
1,48.49,2001
1,530.37,2001
1,302.38,2001
2,459.42,2001
2,2342.95,2001
1,83.42,2001
2,25.64,2001
1,19.04,2001
1,40.01,2001
1,13.18,2001
1,641.55,2001
2,99.07,2001
1,120.45,2001
3,149.71,2001
2,13815.69,2001
2,432.34,2001
1,265.69,2001
2,178.22,2001
2,301.18,2001
2,2114.03,2001
3,101.22,2001
2,135.49,2001
2,9.7,2001
2,190.59,2001
3,206.77,2001
2,24.13,2001
3,127.84,2001
2,35.63,2001
3,168.85,2001
2,15.89,2001
3,45.71,2001
3,60.11,2001
3,77.96,2001
3,43.36,2001
3,52.19,2001
3,19.86,2001
3,55.91,2001
2,59.57,2001
2,81.08,2001
2,988.08,2001
3,88.29,2001
2,50.23,2001
3,47.01,2001
2,295.28,2001
2,189.16,2001
2,191.55,2001
2,65.16,2001
2,92.53,2001
3,153.44,2001
2,65.34,2001
3,92.25,2001
1,107.33,2001
2,150.28,2001
2,1295.83,2001
1,18.1,2001
2,276.8,2001
1,209.05,2001
2,30.57,2001
2,2396.41,2001
2,64.16,2001
3,134.79,2001
3,24640.33,2001
2,965.23,2001
3,39.75,2001
3,85.38,2001
1,39.96,2001
1,80.07,2001
1,193.14,2001
1,419.46,2001
1,132.94,2001
1,32.8,2001
1,18.92,2001
1,31.76,2001
1,44.53,2001
1,24.38,2001
1,227.17,2001
1,90.44,2001
1,34.18,2001
1,17.45,2001
1,98.04,2001
2,42.95,2001
1,136.42,2001
2,125.79,2001
1,50.63,2001
2,244.87,2001
1,767.67,2001
2,2225.92,2001
2,16.5,2001
2,27.27,2001
3,8.31,2001
1,65.93,2001
3,145.24,2001
1,139.46,2001
2,84.93,2001
1,22.38,2001
1,54.96,2001
1,70.28,2001
1,171.89,2001
1,11.57,2001
2,128.92,2001
1,316.38,2001
